api_key,namespace,field,group,dataset_lane,market,adoption_priority,stockvision_use,raw_rows,raw_cols,overlap_cols,coverage,avg_rank_std,status,error
futures_institutional_investors_trading_summary:空方未平倉口數,futures_institutional_investors_trading_summary,空方未平倉口數,derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",4659.0,82.0,0.0,,,context_only_or_not_stock_panel,
futures_institutional_investors_trading_summary:多空未平倉口數淨額,futures_institutional_investors_trading_summary,多空未平倉口數淨額,derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",4659.0,82.0,0.0,,,context_only_or_not_stock_panel,
futures_institutional_investors_trading_summary:多方交易契約金額(千元),futures_institutional_investors_trading_summary,多方交易契約金額(千元),derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",4659.0,82.0,0.0,,,context_only_or_not_stock_panel,
futures_institutional_investors_trading_summary:空方交易契約金額(千元),futures_institutional_investors_trading_summary,空方交易契約金額(千元),derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",4659.0,82.0,0.0,,,context_only_or_not_stock_panel,
futures_institutional_investors_trading_summary:多空交易契約金額淨額(千元),futures_institutional_investors_trading_summary,多空交易契約金額淨額(千元),derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",4659.0,82.0,0.0,,,context_only_or_not_stock_panel,
futures_institutional_investors_trading_summary:多方未平倉契約金額(千元),futures_institutional_investors_trading_summary,多方未平倉契約金額(千元),derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",4659.0,82.0,0.0,,,context_only_or_not_stock_panel,
futures_institutional_investors_trading_summary:空方未平倉契約金額(千元),futures_institutional_investors_trading_summary,空方未平倉契約金額(千元),derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",4659.0,82.0,0.0,,,context_only_or_not_stock_panel,
futures_institutional_investors_trading_summary:多空未平倉契約金額淨額(千元),futures_institutional_investors_trading_summary,多空未平倉契約金額淨額(千元),derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",4659.0,82.0,0.0,,,context_only_or_not_stock_panel,
futures_price:到期月份(週別),futures_price,到期月份(週別),derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",6909.0,781.0,0.0,,,context_only_or_not_stock_panel,
futures_price:開盤價,futures_price,開盤價,derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",6909.0,781.0,0.0,,,context_only_or_not_stock_panel,
futures_price:最高價,futures_price,最高價,derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",6909.0,781.0,0.0,,,context_only_or_not_stock_panel,
futures_price:最低價,futures_price,最低價,derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",6909.0,781.0,0.0,,,context_only_or_not_stock_panel,
futures_price:收盤價,futures_price,收盤價,derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",6909.0,781.0,0.0,,,context_only_or_not_stock_panel,
futures_price:漲跌價,futures_price,漲跌價,derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",6909.0,781.0,0.0,,,context_only_or_not_stock_panel,
futures_price:漲跌幅,futures_price,漲跌幅,derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",6909.0,781.0,0.0,,,context_only_or_not_stock_panel,
futures_price:成交量,futures_price,成交量,derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",6909.0,781.0,0.0,,,context_only_or_not_stock_panel,
futures_price:未沖銷契約數,futures_price,未沖銷契約數,derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",6909.0,781.0,0.0,,,context_only_or_not_stock_panel,
institutional_investors_trading_all_market_summary:買進金額,institutional_investors_trading_all_market_summary,買進金額,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,16.0,0.0,,,context_only_or_not_stock_panel,
institutional_investors_trading_all_market_summary:賣出金額,institutional_investors_trading_all_market_summary,賣出金額,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,16.0,0.0,,,context_only_or_not_stock_panel,
institutional_investors_trading_all_market_summary:買賣超,institutional_investors_trading_all_market_summary,買賣超,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,16.0,0.0,,,context_only_or_not_stock_panel,
institutional_investors_trading_summary:外陸資買進股數(不含外資自營商),institutional_investors_trading_summary,外陸資買進股數(不含外資自營商),chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",3455.0,2673.0,1167.0,0.9168014249689789,0.28874512402735325,backtestable,
institutional_investors_trading_summary:外陸資賣出股數(不含外資自營商),institutional_investors_trading_summary,外陸資賣出股數(不含外資自營商),chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",3455.0,2673.0,1167.0,0.9168014249689789,0.2887722427969018,backtestable,
institutional_investors_trading_summary:外陸資買賣超股數(不含外資自營商),institutional_investors_trading_summary,外陸資買賣超股數(不含外資自營商),chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",3455.0,2673.0,1167.0,0.9168014249689789,0.2887950120241138,backtestable,
institutional_investors_trading_summary:外資自營商買進股數,institutional_investors_trading_summary,外資自營商買進股數,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",3455.0,2673.0,1167.0,0.9168014249689789,4.081596056858631e-17,no_cross_section_signal,
institutional_investors_trading_summary:外資自營商賣出股數,institutional_investors_trading_summary,外資自營商賣出股數,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",3455.0,2673.0,1167.0,0.9168014249689789,4.081596056858631e-17,no_cross_section_signal,
institutional_investors_trading_summary:外資自營商買賣超股數,institutional_investors_trading_summary,外資自營商買賣超股數,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",3455.0,2673.0,1167.0,0.9168014249689789,4.081596056858631e-17,no_cross_section_signal,
institutional_investors_trading_summary:投信買進股數,institutional_investors_trading_summary,投信買進股數,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",3455.0,2673.0,1167.0,0.9168014249689789,0.18426292503752803,backtestable,
institutional_investors_trading_summary:投信賣出股數,institutional_investors_trading_summary,投信賣出股數,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",3455.0,2673.0,1167.0,0.9168014249689789,0.1935743745601439,backtestable,
institutional_investors_trading_summary:投信買賣超股數,institutional_investors_trading_summary,投信買賣超股數,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",3455.0,2673.0,1167.0,0.9168014249689789,0.21881365272129805,backtestable,
institutional_investors_trading_summary:自營商買進股數(自行買賣),institutional_investors_trading_summary,自營商買進股數(自行買賣),chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",3455.0,2673.0,1167.0,0.9168014249689789,0.2757844811154124,backtestable,
institutional_investors_trading_summary:自營商賣出股數(自行買賣),institutional_investors_trading_summary,自營商賣出股數(自行買賣),chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",3455.0,2673.0,1167.0,0.9168014249689789,0.2778113938951957,backtestable,
institutional_investors_trading_summary:自營商買賣超股數(自行買賣),institutional_investors_trading_summary,自營商買賣超股數(自行買賣),chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",3455.0,2673.0,1167.0,0.9168014249689789,0.2846601606636571,backtestable,
institutional_investors_trading_summary:自營商買進股數(避險),institutional_investors_trading_summary,自營商買進股數(避險),chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",3455.0,2673.0,1167.0,0.9168014249689789,0.2376651361221435,backtestable,
institutional_investors_trading_summary:自營商賣出股數(避險),institutional_investors_trading_summary,自營商賣出股數(避險),chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",3455.0,2673.0,1167.0,0.9168014249689789,0.24378338266570665,backtestable,
institutional_investors_trading_summary:自營商買賣超股數(避險),institutional_investors_trading_summary,自營商買賣超股數(避險),chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",3455.0,2673.0,1167.0,0.9168014249689789,0.25070749897335065,backtestable,
margin_balance:融資券總買進,margin_balance,融資券總買進,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4778.0,6.0,0.0,,,context_only_or_not_stock_panel,
margin_balance:融資券總賣出,margin_balance,融資券總賣出,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4778.0,6.0,0.0,,,context_only_or_not_stock_panel,
margin_balance:現金(券)總償還,margin_balance,現金(券)總償還,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4778.0,6.0,0.0,,,context_only_or_not_stock_panel,
margin_balance:融資券總餘額,margin_balance,融資券總餘額,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4778.0,6.0,0.0,,,context_only_or_not_stock_panel,
rotc_monthly_revenue:當月營收,rotc_monthly_revenue,當月營收,monthly revenue,emerging_revenue_diversity,tw,P0,emerging-stock revenue momentum and watchlist context,294.0,1541.0,295.0,0.16838750350238163,0.28938983443036254,low_coverage,
rotc_monthly_revenue:上月營收,rotc_monthly_revenue,上月營收,monthly revenue,emerging_revenue_diversity,tw,P0,emerging-stock revenue momentum and watchlist context,294.0,1541.0,295.0,0.16838750350238163,0.28938695471160253,low_coverage,
rotc_monthly_revenue:去年當月營收,rotc_monthly_revenue,去年當月營收,monthly revenue,emerging_revenue_diversity,tw,P0,emerging-stock revenue momentum and watchlist context,294.0,1541.0,295.0,0.16838750350238163,0.2893879416612993,low_coverage,
rotc_monthly_revenue:上月比較增減(%),rotc_monthly_revenue,上月比較增減(%),monthly revenue,emerging_revenue_diversity,tw,P0,emerging-stock revenue momentum and watchlist context,294.0,1541.0,295.0,0.16536444782452067,0.28940252815495454,low_coverage,
rotc_monthly_revenue:去年同月增減(%),rotc_monthly_revenue,去年同月增減(%),monthly revenue,emerging_revenue_diversity,tw,P0,emerging-stock revenue momentum and watchlist context,294.0,1541.0,295.0,0.16619701396949926,0.2893996168372271,low_coverage,
rotc_monthly_revenue:當月累計營收,rotc_monthly_revenue,當月累計營收,monthly revenue,emerging_revenue_diversity,tw,P0,emerging-stock revenue momentum and watchlist context,294.0,1541.0,295.0,0.16838750350238163,0.28938996397577843,low_coverage,
rotc_monthly_revenue:去年累計營收,rotc_monthly_revenue,去年累計營收,monthly revenue,emerging_revenue_diversity,tw,P0,emerging-stock revenue momentum and watchlist context,294.0,1541.0,295.0,0.16838750350238163,0.289388924886778,low_coverage,
rotc_monthly_revenue:前期比較增減(%),rotc_monthly_revenue,前期比較增減(%),monthly revenue,emerging_revenue_diversity,tw,P0,emerging-stock revenue momentum and watchlist context,294.0,1541.0,295.0,0.1665002201497018,0.28939788600323374,low_coverage,
rotc_monthly_revenue:備註,rotc_monthly_revenue,備註,monthly revenue,emerging_revenue_diversity,tw,P0,emerging-stock revenue momentum and watchlist context,294.0,1541.0,295.0,0.0,,low_coverage,
rotc_price:成交股數,rotc_price,成交股數,price / OHLCV,emerging_price_diversity,tw,P0,"emerging-stock price, liquidity, quote-spread, and watchlist context",4778.0,1532.0,359.0,0.28280830965056236,0.2890995714453339,backtestable,
rotc_price:成交金額,rotc_price,成交金額,price / OHLCV,emerging_price_diversity,tw,P0,"emerging-stock price, liquidity, quote-spread, and watchlist context",4778.0,1532.0,359.0,0.28280830965056236,0.2890995846280664,backtestable,
rotc_price:開盤價,rotc_price,開盤價,price / OHLCV,emerging_price_diversity,tw,P0,"emerging-stock price, liquidity, quote-spread, and watchlist context",4778.0,1532.0,359.0,0.28276227834927753,0.2890995604703171,backtestable,
rotc_price:收盤價,rotc_price,收盤價,price / OHLCV,emerging_price_diversity,tw,P0,"emerging-stock price, liquidity, quote-spread, and watchlist context",4778.0,1532.0,359.0,0.28280830965056236,0.28909756516538865,backtestable,
rotc_price:最高價,rotc_price,最高價,price / OHLCV,emerging_price_diversity,tw,P0,"emerging-stock price, liquidity, quote-spread, and watchlist context",4778.0,1532.0,359.0,0.28280830965056236,0.2890975631186834,backtestable,
rotc_price:最低價,rotc_price,最低價,price / OHLCV,emerging_price_diversity,tw,P0,"emerging-stock price, liquidity, quote-spread, and watchlist context",4778.0,1532.0,359.0,0.28280830965056236,0.2890974134284516,backtestable,
rotc_price:日均價,rotc_price,日均價,price / OHLCV,emerging_price_diversity,tw,P0,"emerging-stock price, liquidity, quote-spread, and watchlist context",4778.0,1532.0,359.0,0.28280830965056236,0.289099441540955,backtestable,
rotc_price:成交筆數,rotc_price,成交筆數,price / OHLCV,emerging_price_diversity,tw,P0,"emerging-stock price, liquidity, quote-spread, and watchlist context",4778.0,1532.0,359.0,0.28280830965056236,0.28909717275035823,backtestable,
rotc_price:最後揭示買價,rotc_price,最後揭示買價,price / OHLCV,emerging_price_diversity,tw,P0,"emerging-stock price, liquidity, quote-spread, and watchlist context",4778.0,1532.0,359.0,0.09924448625065044,0.2898974713183667,low_coverage,
rotc_price:最後揭示賣價,rotc_price,最後揭示賣價,price / OHLCV,emerging_price_diversity,tw,P0,"emerging-stock price, liquidity, quote-spread, and watchlist context",4778.0,1532.0,359.0,0.09924448625065044,0.2898970519730513,low_coverage,
security_lending:前日借券餘額,security_lending,前日借券餘額,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4782.0,2374.0,1149.0,0.9060311011487812,0.2888069471251179,backtestable,
security_lending:借券,security_lending,借券,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4782.0,2374.0,1149.0,0.9060311011487812,0.27902330110311024,backtestable,
security_lending:借券還券,security_lending,借券還券,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4782.0,2374.0,1149.0,0.9060311011487812,0.2819836128947268,backtestable,
security_lending:借券增減,security_lending,借券增減,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4782.0,2374.0,1149.0,0.9060311011487812,0.28724891623198456,backtestable,
security_lending:借券餘額,security_lending,借券餘額,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4782.0,2374.0,1149.0,0.9060311011487812,0.2885524945292834,backtestable,
security_lending_sell:借券賣出,security_lending_sell,借券賣出,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4779.0,2500.0,1171.0,0.9262828723532002,0.27797698659972786,backtestable,
security_lending_sell:借券賣出還券,security_lending_sell,借券賣出還券,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4779.0,2500.0,1171.0,0.9262828723532002,0.259876501097781,backtestable,
security_lending_sell:借券賣出餘額,security_lending_sell,借券賣出餘額,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4779.0,2500.0,1171.0,0.9262828723532002,0.28830028661621643,backtestable,
security_lending_sell:借券賣出限額,security_lending_sell,借券賣出限額,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4779.0,2500.0,1171.0,0.9262828723532002,0.2886459299439697,backtestable,
tw_business_indicators:景氣對策信號(分),tw_business_indicators,景氣對策信號(分),taiwan macro,regime_context,tw,P1,regime and macro context,862.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators:領先指標綜合指數(點),tw_business_indicators,領先指標綜合指數(點),taiwan macro,regime_context,tw,P1,regime and macro context,862.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators:領先指標不含趨勢指數(點),tw_business_indicators,領先指標不含趨勢指數(點),taiwan macro,regime_context,tw,P1,regime and macro context,862.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators:同時指標綜合指數(點),tw_business_indicators,同時指標綜合指數(點),taiwan macro,regime_context,tw,P1,regime and macro context,862.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators:同時指標不含趨勢指數(點),tw_business_indicators,同時指標不含趨勢指數(點),taiwan macro,regime_context,tw,P1,regime and macro context,862.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators:落後指標綜合指數(點),tw_business_indicators,落後指標綜合指數(點),taiwan macro,regime_context,tw,P1,regime and macro context,862.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators:落後指標不含趨勢指數(點),tw_business_indicators,落後指標不含趨勢指數(點),taiwan macro,regime_context,tw,P1,regime and macro context,862.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:領先指標綜合指數(點),tw_business_indicators_details,領先指標綜合指數(點),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:領先指標不含趨勢指數(點),tw_business_indicators_details,領先指標不含趨勢指數(點),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:外銷訂單動向指數(以家數計),tw_business_indicators_details,外銷訂單動向指數(以家數計),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:貨幣總計數 M1B(百萬元),tw_business_indicators_details,貨幣總計數 M1B(百萬元),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:股價指數(Index 1966=100),tw_business_indicators_details,股價指數(Index 1966=100),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:工業及服務業受僱員工淨進入率,tw_business_indicators_details,工業及服務業受僱員工淨進入率,taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:建築物開工樓地板面積(千平方公尺),tw_business_indicators_details,建築物開工樓地板面積(千平方公尺),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:半導體設備進口值(新台幣百萬元),tw_business_indicators_details,半導體設備進口值(新台幣百萬元),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:同時指標綜合指數(點),tw_business_indicators_details,同時指標綜合指數(點),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:同時指標不含趨勢指數(點),tw_business_indicators_details,同時指標不含趨勢指數(點),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:工業生產指數(Index 2016=100),tw_business_indicators_details,工業生產指數(Index 2016=100),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:電力(企業)總用電量(十億度),tw_business_indicators_details,電力(企業)總用電量(十億度),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:製造業銷售量指數(Index 2016=100),tw_business_indicators_details,製造業銷售量指數(Index 2016=100),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:批發、零售及餐飲業營業額(十億元),tw_business_indicators_details,批發、零售及餐飲業營業額(十億元),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:非農業部門就業人數(千人),tw_business_indicators_details,非農業部門就業人數(千人),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:海關出口值(十億元),tw_business_indicators_details,海關出口值(十億元),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:機械及電機設備進口值(十億元),tw_business_indicators_details,機械及電機設備進口值(十億元),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:落後指標綜合指數(點),tw_business_indicators_details,落後指標綜合指數(點),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:落後指標不含趨勢指數(點),tw_business_indicators_details,落後指標不含趨勢指數(點),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:失業率,tw_business_indicators_details,失業率,taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:製造業單位產出勞動成本指數(Index 2016=100),tw_business_indicators_details,製造業單位產出勞動成本指數(Index 2016=100),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:金融業隔夜拆款利率(年息百分比),tw_business_indicators_details,金融業隔夜拆款利率(年息百分比),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:全體金融機構放款與投資(10億元),tw_business_indicators_details,全體金融機構放款與投資(10億元),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_business_indicators_details:製造業存貨價值(千元),tw_business_indicators_details,製造業存貨價值(千元),taiwan macro,regime_context,tw,P1,regime and macro context,865.0,1.0,0.0,,,context_only_or_not_stock_panel,
tw_etf_nav_daily:淨值,tw_etf_nav_daily,淨值,taiwan macro,regime_context,tw,P1,regime and macro context,1052.0,102.0,0.0,,,context_only_or_not_stock_panel,
tw_etf_nav_daily:折溢價(%),tw_etf_nav_daily,折溢價(%),taiwan macro,regime_context,tw,P1,regime and macro context,1052.0,102.0,0.0,,,context_only_or_not_stock_panel,
tw_industry_nmi:非製造業NMI,tw_industry_nmi,非製造業NMI,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_nmi:商業活動,tw_industry_nmi,商業活動,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_nmi:新增訂單,tw_industry_nmi,新增訂單,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_nmi:人力僱用,tw_industry_nmi,人力僱用,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_nmi:供應商交貨時間,tw_industry_nmi,供應商交貨時間,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_nmi:存貨,tw_industry_nmi,存貨,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_nmi:採購價格,tw_industry_nmi,採購價格,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_nmi:未完成訂單,tw_industry_nmi,未完成訂單,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_nmi:服務輸出出口,tw_industry_nmi,服務輸出出口,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_nmi:服務輸入進口,tw_industry_nmi,服務輸入進口,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_nmi:服務收費價格,tw_industry_nmi,服務收費價格,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_nmi:存貨觀感,tw_industry_nmi,存貨觀感,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_nmi:未來六個月展望,tw_industry_nmi,未來六個月展望,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_pmi:製造業PMI,tw_industry_pmi,製造業PMI,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_pmi:新增訂單數量,tw_industry_pmi,新增訂單數量,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_pmi:生產數量,tw_industry_pmi,生產數量,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_pmi:人力僱用數量,tw_industry_pmi,人力僱用數量,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_pmi:供應商交貨時間,tw_industry_pmi,供應商交貨時間,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_pmi:存貨,tw_industry_pmi,存貨,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_pmi:客戶存貨,tw_industry_pmi,客戶存貨,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_pmi:原物料價格,tw_industry_pmi,原物料價格,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
tw_industry_pmi:未完成訂單,tw_industry_pmi,未完成訂單,taiwan macro,regime_context,tw,P1,regime and macro context,,,,,,materialize_error,RuntimeError: **Error: Cannot find data: finlab_tw_stock_item/price#収盤價.feather
