feature_id,chip_5d,dealer_ratio_5d,foreign_5d,institutional_net,short_squeeze_proxy,advance_ratio,us_sentiment_score,vol_ratio_20d,BETA_60,CNTD_20,CNTD_5,CNTN_20,CNTN_5,CNTP_20,CNTP_5,CORD_10,CORR_10,IMIN_20,IMXD_20,KLEN,KLOW,KLOW2,KMID,KSFT,KSFT2,KUP,KUP2,RESI_10,RESI_20,RESI_5,RESI_60,RSQR_10,RSQR_20,RSQR_60,VSTD_10,VSTD_20,linear_factor,ma10_bias,ma60_bias,margin_balance,margin_change_5d_ts,margin_ratio,return_3d,return_5d,rsi5_dulling,volatility_20d,volatility_5d,vwap_bias,tech_bullish_streak_5,tech_disposal_active,tech_gap_down,tech_gap_up,tech_limit_down_count_10,tech_limit_up_streak_10,tech_locked_open_down_10,tech_locked_open_up_10,l1_bbBandwidthPct,l1_bestFvgStrength,l1_bestOrderBlockStrength,l1_bosBullish,l1_brokerConcentration,l1_brokerNetAmount5d,l1_closeAboveMa60Pct,l1_dealerNet5d,l1_diTrend,l1_displacementPct,l1_eps,l1_foreignTrustNet5d,l1_macdHist,l1_monthlyRevenueMoM,l1_monthlyRevenueYoY,l1_return20d,l1_revenueGrowthYoY,l1_roe,l1_sectorFlowCore,l1_sectorRsRatio,l1_sectorTurnoverShareDelta,l1_smcBullishScore,l1_smcNetScore,l1_squeezeMomentum,l1_squeezeRelease,l1_volumeExpansion20,l1_volumeMomentumDivergence132710,mom_12m_1m,mom_9m,mom_close_to_52w_high,mom_hl52,mom_ma50_200_ratio,mom_macd_trend_10,mom_reversal_1m,mom_reversal_6m,mom_rsi_14,mom_vol_adj_12m,size_log_mktcap,tech_adx_14,tech_atr_14,tech_bbands_pctb_20,tech_bbi,tech_bias_20,tech_cmo_14,tech_dma_10_50,tech_donchian_pos_20,tech_ema_12_pos,tech_emv_14,tech_granville_score,tech_kd9_k,tech_kdj_j_9,tech_keltner_pos_20,tech_ma_convergence,tech_mfi_14,tech_mtm_10,tech_obv,tech_psy_12,tech_roc_10,tech_sar,tech_slow_kd_14,tech_sma_20_pos,tech_tower_3,tech_trix_12,tech_volume_ratio_5,tech_vr_26,tech_williams_r_14,tech_wma_10_pos,val_bp,val_dp,val_ep,val_sp,liq_amihud_21d,vola_cv_90d,vola_min_130d,vola_realized_12m,vola_realized_1m,vol_chg_turnover_1y,vol_cv_volprice_20d,vol_money_flow_5d,vol_share_turnover_21d,vol_signal_5d
rsi5_dulling,0.164246,0.018958,0.134986,0.0988,0.271714,9.6e-05,9.6e-05,0.184234,0.048016,0.166764,0.335738,-0.138786,-0.307622,0.165687,0.322183,0.155214,0.167978,0.076295,-0.176879,0.128577,0.088996,0.03421,0.161343,0.144796,0.146396,0.065511,0.012482,0.2189,0.347006,0.024998,0.281318,0.136882,0.002421,-0.007118,0.085087,0.061228,0.133901,0.395145,0.250007,0.028342,0.069688,-0.097352,0.328462,0.408642,1.0,0.074123,0.08952,0.14495,0.257057,-0.020549,0.041464,0.117138,0.016144,-0.115162,0.004204,0.037553,0.084226,0.245991,0.210975,0.270097,-0.176996,0.230725,0.212526,0.08028,0.272454,0.197777,0.031135,0.156224,0.261959,0.033349,0.042333,0.219128,0.012694,0.030589,0.060928,0.075575,0.059757,0.197556,0.252665,0.286743,0.051664,0.181597,0.087753,0.018285,0.085883,0.127027,0.149279,0.024304,0.0642,-0.214311,-0.100527,0.286094,0.083939,-0.039775,0.068872,-0.043349,0.36459,0.371598,-0.324853,0.286094,0.0722,0.327083,0.374071,0.177641,0.019512,0.329083,0.380061,0.351122,-0.096636,-0.232341,0.274783,0.147466,-0.208367,0.302608,0.320825,0.284519,0.324853,0.26459,0.092734,0.146466,0.159708,-0.352582,0.403781,-0.036046,-0.002391,-0.000107,-0.011455,-0.033227,-0.026022,-0.003719,-0.012373,-0.053965,0.179832,-0.05734,-0.354451,-0.048325,0.165357
volatility_20d,-0.016306,0.007175,-0.028619,-0.019441,0.144259,5.1e-05,5.1e-05,-0.084255,0.210118,0.166983,0.046351,-0.103599,-0.007013,0.202391,0.081629,0.203114,0.190479,0.196628,-0.253738,0.214203,0.07766,-0.017234,0.004603,0.004501,0.025134,0.054536,-0.028916,-0.028253,-0.056401,-0.007061,0.196119,0.00249,-0.014667,0.079682,0.220481,0.218696,0.161449,0.121362,0.284296,0.021494,0.068638,-0.120165,0.012516,0.04162,0.074123,1.0,0.504792,0.004322,0.085777,-0.076008,-0.027637,0.066498,-0.102477,-0.30021,-0.01623,0.082186,0.358957,0.103439,0.079537,0.10568,-0.005405,0.010845,0.321641,0.027202,0.270988,0.080408,0.008594,0.014402,0.092269,0.038063,0.030489,0.327115,-0.012216,0.006019,0.090174,0.122911,0.014672,0.060342,0.19058,0.187991,-0.035784,0.081723,-0.038817,-0.058833,0.053662,0.150694,0.140682,-0.033958,0.281554,-0.333126,-0.077436,0.226232,0.042793,-0.03082,0.344297,-0.095526,0.208604,0.187728,-0.234934,0.226232,0.294782,0.187343,0.1833,0.111744,0.109483,0.143428,0.067492,0.238822,-0.256741,-0.235326,0.160024,0.240061,-0.141353,0.183917,0.080396,0.185858,0.234934,0.034982,0.343964,-0.055791,0.254106,-0.132748,0.091653,-0.014751,-0.005298,-0.017603,0.006713,-0.015918,-0.027488,0.027066,0.040173,-0.405668,0.289157,-0.366385,-0.013511,-0.164985,0.45343
volatility_5d,0.016655,0.003965,-0.00117,-0.016998,0.217478,5.1e-05,5.1e-05,0.19132,0.089537,0.15249,0.124686,-0.113667,-0.04762,0.165124,0.188292,0.197861,0.170629,0.067565,-0.211995,0.272647,0.054595,-0.064402,0.027763,0.028328,0.047362,0.031795,-0.079776,-0.003812,0.099772,-0.03418,0.236515,-0.007668,0.017657,0.049478,0.164613,0.099223,0.102303,0.230322,0.248615,0.017455,0.134323,-0.12939,0.095028,0.17897,0.08952,0.504792,1.0,0.027934,0.207407,-0.043739,-0.044329,0.099832,-0.0661,-0.239114,-0.015288,0.059495,0.164556,0.169378,0.175406,0.155285,-0.01932,0.066848,0.232355,0.05533,0.241143,0.147529,0.005482,0.033102,0.193505,0.031315,0.021647,0.243452,-0.006643,0.003434,0.073783,0.093672,0.055804,0.124709,0.210272,0.227325,0.011347,0.439962,0.165889,-0.042684,0.040616,0.120429,0.10727,-0.034809,0.148725,-0.242706,-0.054443,0.232886,0.032142,-0.026519,0.211277,-0.056821,0.244599,0.24568,-0.267408,0.232886,0.163433,0.234386,0.247089,0.13869,0.080834,0.230936,0.190684,0.252847,-0.173592,-0.211184,0.211937,0.175662,-0.17401,0.241938,0.216231,0.238088,0.267408,0.045008,0.200883,0.00914,0.181085,-0.214483,0.196756,-0.012449,-0.005906,-0.013252,0.001339,-0.000442,-0.00048,0.026229,0.032168,-0.175904,0.302768,-0.160073,-0.070685,-0.067207,0.509531
vwap_bias,0.125645,0.011972,0.115187,0.324876,0.086829,5.1e-05,5.1e-05,0.052592,-0.010156,0.131651,0.240844,-0.15535,-0.246934,0.084928,0.207201,-0.00733,-0.019196,0.015763,-0.016073,-0.103227,0.272418,0.350593,0.791762,0.999604,0.882526,-0.234764,-0.264334,0.449787,0.330503,0.532642,0.191701,-0.004649,0.00237,0.000363,-0.09284,-0.099025,0.05045,0.320622,0.157883,-0.092517,-0.008356,-0.029267,0.343463,0.259607,0.14495,0.004322,0.027934,1.0,0.266515,-0.009791,0.02618,0.067334,0.034853,0.019731,-0.000552,-0.00585,-0.104392,0.053132,0.560954,0.230439,-0.472743,0.182601,0.110918,0.041147,0.022818,0.574133,0.021446,0.13216,0.092092,0.007216,0.001381,0.116504,-0.013471,0.020799,0.003832,0.005325,0.031806,0.563345,0.424472,0.209298,0.021375,0.014347,-0.014792,-0.030017,0.006661,0.143656,0.069653,-0.022806,-0.005741,-0.111622,-0.020091,0.156457,-0.00426,-0.009036,-0.005935,0.087399,0.262476,0.341721,-0.219685,0.156457,0.001727,0.308126,0.319538,0.058605,0.00571,0.195998,0.282312,0.242688,0.082513,-0.024645,0.162895,0.050638,-0.119659,0.178125,0.176314,0.151357,0.219685,0.417874,-0.004558,0.079677,0.056347,-0.362156,0.400389,0.029976,0.064195,0.05091,0.013335,0.051878,0.108774,0.093206,0.147839,0.124627,0.01906,0.037359,-0.503794,0.142886,0.010272
tech_bullish_streak_5,0.220187,0.005497,0.183997,0.145686,0.269632,0.048992,0.048992,0.139506,0.076419,0.309991,0.582783,-0.252013,-0.50327,0.312267,0.594421,0.115871,0.113172,0.140978,-0.202883,0.123492,0.033351,-0.023632,0.348381,0.266472,0.297583,0.079258,0.023687,0.239137,0.383935,0.011861,0.314092,0.001305,0.002628,0.01117,0.045989,0.02848,0.158796,0.486813,0.287302,-0.018217,0.048577,-0.126835,0.376593,0.498069,0.257057,0.085777,0.207407,0.266515,1.0,-0.039129,0.004837,0.110391,-0.037328,-0.128208,-0.017877,0.010605,0.030972,0.219691,0.298491,0.220306,-0.285325,0.320779,0.266899,0.071879,0.292912,0.288733,0.089153,0.182207,0.259783,0.023376,0.058825,0.26213,0.035114,0.069584,0.069861,0.110234,0.031006,0.412713,0.259861,0.351453,0.040422,0.166492,0.061979,0.033873,0.113672,0.18782,0.205881,0.05232,0.076846,-0.256623,-0.130437,0.33331,0.11132,-0.115474,-0.036163,-0.195612,0.444786,0.460612,-0.394883,0.33331,0.106431,0.434723,0.460353,0.219021,0.032375,0.365047,0.42112,0.429067,-0.024907,-0.240992,0.319832,0.192523,-0.609025,0.354043,0.374347,0.294447,0.394888,0.375088,0.097101,0.112738,0.207168,-0.472263,0.498679,-0.091981,0.088516,0.009385,-0.02947,-0.028078,-0.015915,0.003685,0.026457,-0.03426,0.153408,-0.009733,-0.419959,-0.00224,0.155623
tech_disposal_active,-0.015242,-0.010517,-0.012815,-0.002714,-0.027285,0.00277,0.00277,0.069076,-0.103104,-0.082298,-0.032598,0.066289,0.023509,-0.089568,-0.040144,-0.019755,0.003448,-0.058607,0.074063,-0.076961,-0.023677,0.006078,-0.000446,-0.009842,-0.015578,0.002337,0.026051,0.034642,0.031938,0.009356,-0.07778,-0.034572,-0.074035,-0.03212,-0.090786,-0.088996,-0.064139,-0.048968,-0.068987,-0.038169,0.005948,0.030379,0.008684,-0.002377,-0.020549,-0.076008,-0.043739,-0.009791,-0.039129,1.0,0.020903,-0.036072,0.106325,0.203749,0.061889,-0.184957,-0.129767,-0.030689,-0.018704,-0.035724,0.008368,-0.007508,-0.114837,-0.024025,-0.093014,-0.029455,0.003341,-0.02728,-0.05717,-0.015312,-0.03265,-0.108203,-0.021991,0.000593,-0.038104,-0.048669,0.011526,-0.031581,-0.050837,-0.090836,0.009548,0.033203,-0.013975,-0.05102,-0.099331,-0.057698,-0.089854,-0.080031,-0.09829,0.108235,0.103339,-0.09376,-0.092599,0.019786,-0.093227,0.069708,-0.064997,-0.080963,0.099241,-0.09376,-0.104949,-0.074462,-0.079107,-0.039333,-0.085227,-0.062965,-0.031157,-0.09202,0.122697,0.098061,-0.077204,-0.094534,0.086866,-0.082396,-0.037658,-0.07842,-0.099241,-0.020982,-0.107796,0.05524,-0.096266,0.06672,-0.035978,0.078296,0.065433,0.062729,0.04563,0.022582,0.117741,0.068436,0.095267,0.124946,-0.003472,0.084201,0.014842,0.107158,-0.003567
tech_gap_down,0.043684,8.4e-05,0.04098,0.04965,0.045137,0.000534,0.000534,-0.033938,0.007372,0.045837,0.088215,-0.0483,-0.090978,0.035418,0.075911,0.041659,0.048461,0.059992,-0.042566,0.028181,0.007632,0.000871,0.061591,0.026122,0.028697,0.064281,0.061138,0.159219,0.138626,0.156456,0.095462,0.013702,0.014672,0.0011,0.01719,0.01836,0.037877,0.145949,0.082424,0.020606,0.006086,0.025024,0.14997,0.119984,0.041464,-0.027637,-0.044329,0.02618,0.004837,0.020903,1.0,0.015319,0.083656,0.005272,0.08057,-0.010229,-0.02326,0.039026,0.103803,0.022844,-0.091232,0.053098,0.068115,0.026259,0.093409,0.10425,-0.007002,0.041532,0.066449,0.009536,0.000803,0.070539,-0.009178,-0.00331,0.013618,0.015367,0.008173,0.083678,0.110532,0.101098,-0.030098,0.000219,0.00131,0.003811,0.02475,0.048044,0.037004,3e-05,0.010405,-0.068275,-0.029286,0.080037,0.015586,-0.004824,0.012312,0.039491,0.124354,0.150912,-0.113453,0.080037,0.010454,0.112034,0.146781,0.050572,-0.002055,0.068784,0.101241,0.12481,0.00504,-0.039426,0.088768,0.032787,0.005911,0.097428,0.107189,0.060106,0.113454,0.05767,0.015594,-0.038821,0.033323,-0.122623,0.16469,0.020748,-0.005948,-0.001849,0.002462,-0.009483,0.018943,0.030287,0.02728,0.034177,-0.029127,0.017444,-0.171177,5.3e-05,0.003349
tech_gap_up,0.046068,0.004081,0.040301,0.058535,0.105574,0.002768,0.002768,0.13069,0.017924,0.066667,0.123251,-0.050467,-0.107322,0.072151,0.126849,0.066079,0.084814,0.01653,-0.062843,0.068048,-0.042249,-0.073973,0.121173,0.067107,0.068047,0.025025,0.005851,0.211425,0.182054,0.206787,0.127025,-0.009313,-0.008522,0.002251,0.03105,0.019201,0.057311,0.177409,0.109021,0.001504,0.039067,-0.078165,0.19291,0.158234,0.117138,0.066498,0.099832,0.067334,0.110391,-0.036072,0.015319,1.0,-0.019571,-0.129168,-0.02361,0.08836,0.058279,0.328922,0.256235,0.269995,-0.111489,0.076641,0.095686,0.031718,0.129153,0.263656,0.016239,0.048282,0.079014,0.015079,0.025882,0.094822,0.014145,0.013662,0.029464,0.037922,0.034221,0.263915,0.211015,0.120449,0.033705,0.06387,0.032391,0.01219,0.045764,0.052488,0.076154,0.019542,0.012026,-0.092386,-0.051995,0.113291,0.050111,-0.008756,0.012039,-0.054031,0.161548,0.180824,-0.140502,0.113291,0.020786,0.142501,0.17458,0.053302,0.016688,0.088653,0.128293,0.155042,-0.035229,-0.08184,0.110119,0.065538,-0.110817,0.123865,0.135316,0.073862,0.140502,0.256078,0.018485,0.146011,0.07691,-0.153708,0.200174,-0.045301,-0.010787,-0.012415,-0.013067,-0.001939,-0.040171,-0.024385,-0.044468,-0.069287,0.124078,-0.057633,-0.213267,-0.033246,0.058593
tech_limit_down_count_10,0.036456,0.002441,0.0263,0.01835,-0.011334,0.007722,0.007722,0.014904,-0.058811,-0.013193,0.020631,-0.0156,-0.035596,-0.040255,0.004454,0.020811,-0.008193,0.032481,-0.001692,-0.126248,-0.032575,0.019896,0.027759,0.034933,0.024467,-0.054582,-0.004507,-0.003544,0.069949,-0.002651,0.109692,-0.015794,-0.025744,-0.02604,-0.117841,-0.1123,-0.030138,0.102656,0.05741,-0.064594,0.019011,0.059297,0.056324,0.070204,0.016144,-0.102477,-0.0661,0.034853,-0.037328,0.106325,0.083656,-0.019571,1.0,0.187078,0.420262,-0.099894,-0.209727,-0.001222,-0.011165,0.010053,-0.032684,0.074922,0.011899,0.034447,0.035125,-0.017078,-0.013991,0.021356,0.112737,-0.003982,-0.035679,0.051994,-0.03367,-0.011792,0.003271,0.006278,0.010273,-0.03203,0.014122,0.088932,0.005322,-0.008098,-0.019787,-0.089493,-0.068454,0.057546,-0.031309,-0.09296,-0.014665,-0.046545,0.05579,0.048102,-0.081758,0.025197,-0.061666,0.135011,0.052306,0.102292,-0.096057,0.048102,-0.023354,0.075155,0.104275,0.047475,-0.054674,0.078218,0.081092,0.055891,0.175237,0.005665,0.094801,-0.025601,0.063471,0.11101,0.116324,0.072087,0.096059,-0.004791,0.012709,0.020978,-0.035775,-0.087599,0.093458,0.082115,0.055273,0.045255,0.032505,0.059062,0.165753,0.199116,0.167047,0.225023,-0.047354,0.05156,-0.067292,0.164169,-0.033543
tech_limit_up_streak_10,0.014406,0.004036,0.0288,0.007683,-0.227005,0.0068,0.0068,-0.065398,-0.197323,-0.11298,-0.062937,0.057979,0.027263,-0.152092,-0.094957,-0.245099,-0.247993,-0.13374,0.233588,-0.333102,-0.143665,0.011811,0.00707,0.019799,-0.023096,-0.100959,0.014667,0.048242,-0.063969,0.005922,-0.252103,-0.034342,-0.067585,-0.02757,-0.294354,-0.254651,-0.181217,-0.218553,-0.237066,-0.088246,-0.091018,0.185497,-0.056239,-0.10615,-0.115162,-0.30021,-0.239114,0.019731,-0.128208,0.203749,0.005272,-0.129168,0.187078,1.0,0.103161,-0.257496,-0.390635,-0.139859,-0.115106,-0.179387,0.006862,-0.002958,-0.321197,-0.028732,-0.311688,-0.108734,0.029618,-0.001608,-0.211438,-0.043937,-0.070331,-0.308913,-0.032178,0.023521,-0.10194,-0.139367,-0.021508,-0.122579,-0.178418,-0.252367,0.00177,-0.198907,-0.188373,-0.103676,-0.214757,-0.100164,-0.227396,-0.139643,-0.214845,0.307326,0.229735,-0.276231,-0.207574,-0.006624,-0.181578,0.211381,-0.260131,-0.264212,0.319665,-0.276231,-0.24017,-0.215415,-0.266677,-0.112257,-0.125547,-0.183773,-0.135503,-0.295296,0.332449,0.274903,-0.291507,-0.20139,0.200235,-0.332828,-0.211795,-0.201956,-0.319664,-0.087505,-0.265107,0.034589,-0.199329,0.196365,-0.167098,0.156785,0.162887,0.147881,0.074969,0.054512,0.281381,0.180597,0.271193,0.430604,-0.264576,0.247258,0.040969,0.311917,-0.28549
tech_locked_open_down_10,-0.008827,0.012228,-0.011414,-0.00482,-0.002648,0.013237,0.013237,-0.008965,0.028626,0.021409,0.015439,-0.033394,-0.021202,0.006531,0.00859,-0.022131,-0.021673,0.042212,-0.027616,-0.027649,-0.003644,0.013492,0.000938,-0.00047,-0.002347,-0.003934,0.010857,-0.014717,0.015463,0.001566,0.06188,-0.033021,-0.039167,-0.02334,-0.040795,-0.039595,0.000437,0.058568,0.03654,-0.025939,0.021894,0.009992,0.012247,0.01904,0.004204,-0.01623,-0.015288,-0.000552,-0.017877,0.061889,0.08057,-0.02361,0.420262,0.103161,1.0,-0.09954,-0.096968,-0.006204,-0.002938,0.004394,-0.013039,0.022405,0.058673,0.016419,0.048833,-0.009149,-0.000623,-0.01252,0.065232,-0.009469,-0.016254,0.066631,-0.013559,0.003552,0.014296,0.023222,0.005423,-0.019678,0.016607,0.064936,0.003024,5.6e-05,-0.015146,-0.011463,0.022981,0.063872,0.025448,0.002432,0.052553,-0.0659,-0.031022,0.045335,-0.006707,0.003296,-0.02038,0.05823,0.03577,0.06712,-0.073269,0.045335,0.041781,0.057318,0.06931,0.011634,-0.036588,0.058889,0.044788,0.047103,0.08887,0.004165,0.06591,-7e-05,0.024346,0.077226,0.055654,0.063634,0.073271,-0.007044,0.067354,-0.005697,-0.004779,-0.058597,0.046455,0.02666,0.018645,0.010742,-1e-05,0.003642,0.082115,0.066883,0.080514,0.093571,0.007212,0.007851,-0.031011,0.066325,0.013997
tech_locked_open_up_10,-0.006937,0.000896,-0.00993,-0.004261,0.055013,-0.005934,-0.005934,0.016934,0.041754,0.046022,0.037314,-0.033615,-0.02927,0.05307,0.043959,0.028738,0.041024,0.028859,-0.058189,0.044773,0.016914,-0.010701,-0.007283,-0.005959,0.002198,0.004708,-0.016559,-0.009659,0.03112,0.003633,0.077663,0.025231,0.021151,-0.000376,0.069243,0.058643,0.055771,0.069418,0.073186,0.006429,0.021281,-0.051529,0.025523,0.040208,0.037553,0.082186,0.059495,-0.00585,0.010605,-0.184957,-0.010229,0.08836,-0.099894,-0.257496,-0.09954,1.0,0.099955,0.062331,0.039169,0.063423,-0.005509,-0.007082,0.07776,0.006005,0.064595,0.040324,0.000285,-0.005712,0.059282,0.016293,0.026369,0.079756,0.010022,0.000105,0.019823,0.025699,0.006891,0.044004,0.051071,0.056216,-0.005119,0.053767,0.051839,0.014286,0.052888,0.031692,0.06293,0.028777,0.031634,-0.078827,-0.060483,0.082461,0.051562,-0.002215,0.050617,-0.054361,0.075292,0.077971,-0.087069,0.082461,0.03803,0.06668,0.079064,0.000881,0.019449,0.060528,0.049041,0.087021,-0.088135,-0.056112,0.068432,0.042582,-0.070418,0.09247,0.066026,0.06134,0.087068,0.034791,0.057903,-0.010571,0.054247,-0.064336,0.055358,-0.044876,-0.028753,-0.018784,-0.010209,0.000658,-0.068176,-0.036691,-0.059306,-0.10669,0.05258,-0.067825,-0.027106,-0.070532,0.06547
l1_bbBandwidthPct,-0.020942,-0.01013,-0.020536,-0.015861,0.22829,5e-05,5e-05,-0.101057,0.244445,0.031084,-0.004946,0.133367,0.09331,0.194762,0.086775,0.178695,0.2461,0.044193,-0.108745,0.595919,0.252036,-0.005656,-0.077336,-0.104246,-0.043793,0.278779,0.056926,-0.004594,-0.010849,0.000137,0.023598,0.199423,0.383688,0.037825,0.471997,0.496,0.208567,0.016685,0.048521,0.275092,0.034033,-0.230323,-0.038082,-0.03282,0.084226,0.358957,0.164556,-0.104392,0.030972,-0.129767,-0.02326,0.058279,-0.209727,-0.390635,-0.096968,0.099955,1.0,0.095778,0.113355,0.093513,0.017833,-0.083451,0.207782,-0.011042,0.180589,0.132837,0.027581,0.009994,-0.005899,0.016611,0.109275,0.137628,0.086,0.021882,0.107887,0.122788,-0.020494,0.085251,0.100354,0.0413,-0.07588,-0.028892,0.05884,0.222138,0.284407,-0.094723,0.267195,0.258654,0.208785,-0.145613,-0.282176,0.083434,0.309239,-0.075622,0.399533,-0.514757,0.090879,0.036328,-0.068941,0.083434,0.195524,0.02546,0.037313,-0.053113,0.145256,-0.004422,-0.012237,0.10966,-0.869242,-0.192056,0.064139,0.199874,-0.143203,0.059808,-0.016935,0.019052,0.068941,0.034032,0.190512,-0.087544,0.223291,-0.002957,0.000867,-0.304157,-0.285038,-0.203293,-0.111106,-0.256163,-0.644964,-0.445892,-0.610436,-0.829721,0.248045,-0.271838,0.048108,-0.668814,0.156969
l1_bestFvgStrength,0.119129,0.008149,0.099876,0.050268,0.230728,9.3e-05,9.3e-05,0.22152,0.036125,0.142725,0.26795,-0.110176,-0.236557,0.151763,0.272426,0.13331,0.177741,0.043057,-0.137612,0.134687,0.02951,-0.036999,0.110641,0.052862,0.062504,0.098291,0.048674,0.367759,0.358148,0.137003,0.251237,0.002039,-0.018255,0.001346,0.08617,0.063849,0.111429,0.370196,0.216858,0.031066,0.064495,-0.120915,0.432699,0.337432,0.245991,0.103439,0.169378,0.053132,0.219691,-0.030689,0.039026,0.328922,-0.001222,-0.139859,-0.006204,0.062331,0.095778,1.0,0.234401,0.325463,-0.132484,0.166157,0.186323,0.064314,0.258147,0.227364,0.028806,0.115728,0.197319,0.026514,0.040625,0.187914,0.016652,0.027352,0.054963,0.069968,0.067292,0.228714,0.255294,0.248945,0.050327,0.150659,0.075874,0.020355,0.08141,0.098084,0.136726,0.028377,0.035105,-0.183275,-0.092663,0.231614,0.083506,-0.035754,0.048811,-0.066668,0.32977,0.361913,-0.287669,0.231614,0.045031,0.285019,0.355275,0.144803,0.027144,0.24879,0.326645,0.315003,-0.06345,-0.19089,0.228101,0.12586,-0.183992,0.253091,0.287448,0.210408,0.287669,0.327183,0.051601,0.226477,0.140564,-0.309064,0.407849,-0.055907,-0.018475,-0.011185,-0.019093,-0.033358,-0.058072,-0.029615,-0.053799,-0.100618,0.202634,-0.066426,-0.404297,-0.068539,0.138295
l1_bestOrderBlockStrength,0.137043,0.006502,0.123682,0.352261,0.231933,5.8e-05,5.8e-05,0.2424,0.043182,0.22206,0.401606,-0.15993,-0.32863,0.24724,0.430536,0.10435,0.133933,0.049532,-0.115924,0.268979,0.081452,-0.026371,0.692628,0.560698,0.540982,0.151139,0.031268,0.538966,0.426972,0.643734,0.280137,0.010309,0.012059,0.010485,0.12086,0.093907,0.128332,0.435629,0.237927,0.068993,0.052287,-0.133771,0.437702,0.350082,0.210975,0.079537,0.175406,0.560954,0.298491,-0.018704,0.103803,0.256235,-0.011165,-0.115106,-0.002938,0.039169,0.113355,0.234401,1.0,0.359204,-0.515139,0.156979,0.208068,0.067918,0.216195,0.983221,0.041408,0.133681,0.158099,0.027177,0.049797,0.205962,0.025552,0.037508,0.067737,0.083634,0.06798,0.962673,0.698568,0.284118,0.032082,0.168527,0.09204,0.045165,0.107562,0.102176,0.168516,0.049089,0.043547,-0.199597,-0.11488,0.261747,0.11317,-0.065811,0.047737,-0.106636,0.396499,0.460272,-0.328576,0.261747,0.050952,0.373155,0.437935,0.109024,0.036412,0.222856,0.313433,0.372066,-0.096905,-0.189159,0.252443,0.160032,-0.303531,0.280484,0.278529,0.192801,0.328576,0.692296,0.054868,0.230375,0.17831,-0.416367,0.51752,-0.076468,-0.035661,-0.02514,-0.027404,-0.071137,-0.093532,-0.060945,-0.093997,-0.12513,0.212799,-0.020035,-0.594105,-0.107363,0.144212
l1_bosBullish,0.148273,0.02604,0.121956,0.134795,0.245379,0.008486,0.008486,0.265639,0.073117,0.195938,0.243251,-0.170983,-0.222864,0.188772,0.243081,0.153569,0.206046,0.10486,-0.273371,0.190535,0.042073,-0.044539,0.257066,0.230533,0.205795,0.025053,-0.053535,0.272474,0.284923,0.222803,0.276997,0.125602,0.058325,-0.00098,0.10936,0.079131,0.156479,0.308918,0.263968,0.028134,0.088049,-0.145505,0.307009,0.296118,0.270097,0.10568,0.155285,0.230439,0.220306,-0.035724,0.022844,0.269995,0.010053,-0.179387,0.004394,0.063423,0.093513,0.325463,0.359204,1.0,-0.194043,0.202394,0.235604,0.08432,0.273145,0.34344,0.039648,0.143813,0.231928,0.035377,0.046483,0.25429,0.019206,0.036296,0.073391,0.090123,0.066748,0.387502,0.346394,0.261431,0.121273,0.205451,0.113235,0.020903,0.105354,0.164993,0.176869,0.03709,0.105681,-0.25006,-0.121469,0.295265,0.10163,-0.061074,0.060308,-0.063395,0.345839,0.315618,-0.297558,0.295265,0.12102,0.333262,0.309787,0.172318,0.032946,0.270501,0.286795,0.32577,-0.122058,-0.250705,0.252632,0.191362,-0.220962,0.28054,0.285941,0.266981,0.297559,0.372108,0.145565,0.250595,0.212955,-0.326076,0.317235,-0.049035,0.002917,-0.004463,-0.018271,-0.040475,-0.026507,0.006612,-0.007896,-0.065751,0.255067,-0.061749,-0.31032,-0.049777,0.196007
l1_brokerConcentration,-0.294492,-0.007953,-0.268493,-0.549791,-0.168549,5.2e-05,5.2e-05,-0.021173,-0.064257,-0.229511,-0.329507,0.211578,0.312172,-0.205729,-0.30769,-0.115267,-0.079569,-0.134347,0.150373,-0.016413,-0.026674,-0.020205,-0.553549,-0.472331,-0.430593,-0.076619,-0.064184,-0.35747,-0.335432,-0.395657,-0.272193,0.01631,-0.000428,0.000102,0.014825,0.016941,-0.164063,-0.414658,-0.263054,0.009088,0.067726,-0.000583,-0.368658,-0.32531,-0.176996,-0.005405,-0.01932,-0.472743,-0.285325,0.008368,-0.091232,-0.111489,-0.032684,0.006862,-0.013039,-0.005509,0.017833,-0.132484,-0.515139,-0.194043,1.0,-0.462489,-0.240092,-0.08409,-0.250863,-0.526317,-0.010162,-0.32945,-0.194558,-0.032178,-0.033265,-0.231934,0.013163,-0.011781,-0.037308,-0.051585,-0.036411,-0.514719,-0.473913,-0.326898,-0.004213,-0.001258,-0.005097,-0.009823,-0.08538,-0.146548,-0.175976,-0.035141,-0.087824,0.226159,0.108255,-0.299749,-0.081057,0.001793,-0.011813,-0.010022,-0.406993,-0.444136,0.34894,-0.299749,-0.098427,-0.413779,-0.426952,-0.164374,-0.000681,-0.314317,-0.364541,-0.398039,-0.023402,0.205338,-0.285879,-0.157476,0.249699,-0.302328,-0.271085,-0.284706,-0.34894,-0.420333,-0.108233,-0.023602,-0.179578,0.448732,-0.463059,0.007987,0.012901,0.010108,0.009617,-0.017739,-0.013892,-0.020306,-0.013811,-0.012642,-0.026088,0.003218,0.493007,-0.025362,0.004324
