api_key,market,namespace,field,group,adoption_priority,adoption_mode,dataset_lane,quality_gate,replaces_twse_tpex_primary,stockvision_use
us_ratios:operating_cash_flow_per_share,us,us_ratios,operating_cash_flow_per_share,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
us_ratios:capex_per_share,us,us_ratios,capex_per_share,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
us_ratios:free_cash_flow_per_share,us,us_ratios,free_cash_flow_per_share,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
us_ratios:net_income_per_ebt,us,us_ratios,net_income_per_ebt,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
us_ratios:ebt_per_ebit,us,us_ratios,ebt_per_ebit,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
us_ratios:price_to_fair_value,us,us_ratios,price_to_fair_value,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
us_ratios:debt_to_market_cap,us,us_ratios,debt_to_market_cap,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
us_ratios:effective_tax_rate,us,us_ratios,effective_tax_rate,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
us_ratios:enterprise_value_multiple,us,us_ratios,enterprise_value_multiple,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
us_stock_rating:rating,us,us_stock_rating,rating,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
us_stock_rating:dcf_score,us,us_stock_rating,dcf_score,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
us_stock_rating:roe_score,us,us_stock_rating,roe_score,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
us_stock_rating:roa_score,us,us_stock_rating,roa_score,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
us_stock_rating:de_score,us,us_stock_rating,de_score,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
us_stock_rating:pe_score,us,us_stock_rating,pe_score,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
us_stock_rating:pb_score,us,us_stock_rating,pb_score,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
us_company_profile,us,us_company_profile,,us market,P1,augment,global_context,"coverage, delay, license, survivorship_check",False,"US leading / morning setup replacement candidate, global risk context"
etl:us_common_stock_filter,us,etl,us_common_stock_filter,price / OHLCV,P0,replace,daily_price,"20_30_day_parity, split_adjustment, missing_rate",False,"daily price, adjusted price, liquidity, backtest base panel"
hk_analyst_consensus:strong_buy,hk,hk_analyst_consensus,strong_buy,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_analyst_consensus:buy,hk,hk_analyst_consensus,buy,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_analyst_consensus:hold,hk,hk_analyst_consensus,hold,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_analyst_consensus:sell,hk,hk_analyst_consensus,sell,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_analyst_consensus:strong_sell,hk,hk_analyst_consensus,strong_sell,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_analyst_consensus:consensus,hk,hk_analyst_consensus,consensus,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:reported_currency,hk,hk_balance_sheet,reported_currency,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:cik,hk,hk_balance_sheet,cik,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:filing_date,hk,hk_balance_sheet,filing_date,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:accepted_date,hk,hk_balance_sheet,accepted_date,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:fiscal_year,hk,hk_balance_sheet,fiscal_year,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:cash_and_cash_equivalents,hk,hk_balance_sheet,cash_and_cash_equivalents,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:short_term_investments,hk,hk_balance_sheet,short_term_investments,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:cash_and_short_term_investments,hk,hk_balance_sheet,cash_and_short_term_investments,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:net_receivables,hk,hk_balance_sheet,net_receivables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:accounts_receivables,hk,hk_balance_sheet,accounts_receivables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:other_receivables,hk,hk_balance_sheet,other_receivables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:inventory,hk,hk_balance_sheet,inventory,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:prepaids,hk,hk_balance_sheet,prepaids,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:other_current_assets,hk,hk_balance_sheet,other_current_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:total_current_assets,hk,hk_balance_sheet,total_current_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:property_plant_equipment_net,hk,hk_balance_sheet,property_plant_equipment_net,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:goodwill,hk,hk_balance_sheet,goodwill,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:intangible_assets,hk,hk_balance_sheet,intangible_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:goodwill_and_intangible_assets,hk,hk_balance_sheet,goodwill_and_intangible_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:long_term_investments,hk,hk_balance_sheet,long_term_investments,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:tax_assets,hk,hk_balance_sheet,tax_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:other_non_current_assets,hk,hk_balance_sheet,other_non_current_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:total_non_current_assets,hk,hk_balance_sheet,total_non_current_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:other_assets,hk,hk_balance_sheet,other_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:total_assets,hk,hk_balance_sheet,total_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:total_payables,hk,hk_balance_sheet,total_payables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:account_payables,hk,hk_balance_sheet,account_payables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:other_payables,hk,hk_balance_sheet,other_payables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:accrued_expenses,hk,hk_balance_sheet,accrued_expenses,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:short_term_debt,hk,hk_balance_sheet,short_term_debt,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:capital_lease_obligations_current,hk,hk_balance_sheet,capital_lease_obligations_current,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:tax_payables,hk,hk_balance_sheet,tax_payables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:deferred_revenue,hk,hk_balance_sheet,deferred_revenue,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:other_current_liabilities,hk,hk_balance_sheet,other_current_liabilities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:total_current_liabilities,hk,hk_balance_sheet,total_current_liabilities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:long_term_debt,hk,hk_balance_sheet,long_term_debt,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:deferred_revenue_non_current,hk,hk_balance_sheet,deferred_revenue_non_current,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:deferred_tax_liabilities_non_current,hk,hk_balance_sheet,deferred_tax_liabilities_non_current,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:other_non_current_liabilities,hk,hk_balance_sheet,other_non_current_liabilities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:total_non_current_liabilities,hk,hk_balance_sheet,total_non_current_liabilities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:other_liabilities,hk,hk_balance_sheet,other_liabilities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:capital_lease_obligations,hk,hk_balance_sheet,capital_lease_obligations,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:total_liabilities,hk,hk_balance_sheet,total_liabilities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:treasury_stock,hk,hk_balance_sheet,treasury_stock,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:preferred_stock,hk,hk_balance_sheet,preferred_stock,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:common_stock,hk,hk_balance_sheet,common_stock,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:retained_earnings,hk,hk_balance_sheet,retained_earnings,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:additional_paid_in_capital,hk,hk_balance_sheet,additional_paid_in_capital,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:accumulated_other_comprehensive_income_loss,hk,hk_balance_sheet,accumulated_other_comprehensive_income_loss,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:other_total_stockholders_equity,hk,hk_balance_sheet,other_total_stockholders_equity,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:total_stockholders_equity,hk,hk_balance_sheet,total_stockholders_equity,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:total_equity,hk,hk_balance_sheet,total_equity,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:minority_interest,hk,hk_balance_sheet,minority_interest,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:total_liabilities_and_total_equity,hk,hk_balance_sheet,total_liabilities_and_total_equity,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:total_investments,hk,hk_balance_sheet,total_investments,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:total_debt,hk,hk_balance_sheet,total_debt,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:net_debt,hk,hk_balance_sheet,net_debt,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_balance_sheet:original_date,hk,hk_balance_sheet,original_date,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:reported_currency,hk,hk_cash_flow,reported_currency,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:cik,hk,hk_cash_flow,cik,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:filing_date,hk,hk_cash_flow,filing_date,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:accepted_date,hk,hk_cash_flow,accepted_date,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:fiscal_year,hk,hk_cash_flow,fiscal_year,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:net_income,hk,hk_cash_flow,net_income,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:depreciation_and_amortization,hk,hk_cash_flow,depreciation_and_amortization,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:deferred_income_tax,hk,hk_cash_flow,deferred_income_tax,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:stock_based_compensation,hk,hk_cash_flow,stock_based_compensation,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:change_in_working_capital,hk,hk_cash_flow,change_in_working_capital,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:accounts_receivables,hk,hk_cash_flow,accounts_receivables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:inventory,hk,hk_cash_flow,inventory,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:accounts_payables,hk,hk_cash_flow,accounts_payables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:other_working_capital,hk,hk_cash_flow,other_working_capital,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:other_non_cash_items,hk,hk_cash_flow,other_non_cash_items,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:net_cash_provided_by_operating_activities,hk,hk_cash_flow,net_cash_provided_by_operating_activities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:investments_in_property_plant_and_equipment,hk,hk_cash_flow,investments_in_property_plant_and_equipment,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:acquisitions_net,hk,hk_cash_flow,acquisitions_net,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:purchases_of_investments,hk,hk_cash_flow,purchases_of_investments,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:sales_maturities_of_investments,hk,hk_cash_flow,sales_maturities_of_investments,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:other_investing_activities,hk,hk_cash_flow,other_investing_activities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:net_cash_provided_by_investing_activities,hk,hk_cash_flow,net_cash_provided_by_investing_activities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:net_debt_issuance,hk,hk_cash_flow,net_debt_issuance,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:long_term_net_debt_issuance,hk,hk_cash_flow,long_term_net_debt_issuance,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:short_term_net_debt_issuance,hk,hk_cash_flow,short_term_net_debt_issuance,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:net_stock_issuance,hk,hk_cash_flow,net_stock_issuance,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:net_common_stock_issuance,hk,hk_cash_flow,net_common_stock_issuance,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:common_stock_issuance,hk,hk_cash_flow,common_stock_issuance,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:common_stock_repurchased,hk,hk_cash_flow,common_stock_repurchased,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:net_preferred_stock_issuance,hk,hk_cash_flow,net_preferred_stock_issuance,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:net_dividends_paid,hk,hk_cash_flow,net_dividends_paid,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:common_dividends_paid,hk,hk_cash_flow,common_dividends_paid,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:preferred_dividends_paid,hk,hk_cash_flow,preferred_dividends_paid,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:other_financing_activities,hk,hk_cash_flow,other_financing_activities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:net_cash_provided_by_financing_activities,hk,hk_cash_flow,net_cash_provided_by_financing_activities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:effect_of_forex_changes_on_cash,hk,hk_cash_flow,effect_of_forex_changes_on_cash,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:net_change_in_cash,hk,hk_cash_flow,net_change_in_cash,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:cash_at_end_of_period,hk,hk_cash_flow,cash_at_end_of_period,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:cash_at_beginning_of_period,hk,hk_cash_flow,cash_at_beginning_of_period,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:operating_cash_flow,hk,hk_cash_flow,operating_cash_flow,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:capital_expenditure,hk,hk_cash_flow,capital_expenditure,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:free_cash_flow,hk,hk_cash_flow,free_cash_flow,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:income_taxes_paid,hk,hk_cash_flow,income_taxes_paid,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:interest_paid,hk,hk_cash_flow,interest_paid,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_cash_flow:original_date,hk,hk_cash_flow,original_date,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_dcf:dcf,hk,hk_dcf,dcf,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_dcf:stock_price,hk,hk_dcf,stock_price,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_earnings_surprises:eps_actual,hk,hk_earnings_surprises,eps_actual,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_earnings_surprises:eps_estimated,hk,hk_earnings_surprises,eps_estimated,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_fund_price:open,hk,hk_fund_price,open,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_fund_price:high,hk,hk_fund_price,high,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_fund_price:low,hk,hk_fund_price,low,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_fund_price:close,hk,hk_fund_price,close,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_fund_price:adj_close,hk,hk_fund_price,adj_close,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_fund_price:adj_open,hk,hk_fund_price,adj_open,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_fund_price:adj_high,hk,hk_fund_price,adj_high,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_fund_price:adj_low,hk,hk_fund_price,adj_low,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_fund_price:adj_pct_change,hk,hk_fund_price,adj_pct_change,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_fund_price:volume,hk,hk_fund_price,volume,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:reported_currency,hk,hk_income_statement,reported_currency,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:cik,hk,hk_income_statement,cik,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:filing_date,hk,hk_income_statement,filing_date,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:accepted_date,hk,hk_income_statement,accepted_date,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:calendar_year,hk,hk_income_statement,calendar_year,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:fiscal_year,hk,hk_income_statement,fiscal_year,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:revenue,hk,hk_income_statement,revenue,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:cost_of_revenue,hk,hk_income_statement,cost_of_revenue,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:gross_profit,hk,hk_income_statement,gross_profit,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:research_and_development_expenses,hk,hk_income_statement,research_and_development_expenses,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:general_and_administrative_expenses,hk,hk_income_statement,general_and_administrative_expenses,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:selling_and_marketing_expenses,hk,hk_income_statement,selling_and_marketing_expenses,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:other_expenses,hk,hk_income_statement,other_expenses,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:selling_general_and_administrative_expenses,hk,hk_income_statement,selling_general_and_administrative_expenses,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:operating_expenses,hk,hk_income_statement,operating_expenses,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:cost_and_expenses,hk,hk_income_statement,cost_and_expenses,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:depreciation_and_amortization,hk,hk_income_statement,depreciation_and_amortization,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:operating_income,hk,hk_income_statement,operating_income,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:ebitda,hk,hk_income_statement,ebitda,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:ebit,hk,hk_income_statement,ebit,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:non_operating_income_excluding_interest,hk,hk_income_statement,non_operating_income_excluding_interest,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:net_interest_income,hk,hk_income_statement,net_interest_income,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:interest_income,hk,hk_income_statement,interest_income,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:interest_expense,hk,hk_income_statement,interest_expense,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:total_other_income_expenses_net,hk,hk_income_statement,total_other_income_expenses_net,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:income_before_tax,hk,hk_income_statement,income_before_tax,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:income_tax_expense,hk,hk_income_statement,income_tax_expense,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:net_income_from_continuing_operations,hk,hk_income_statement,net_income_from_continuing_operations,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:net_income_from_discontinued_operations,hk,hk_income_statement,net_income_from_discontinued_operations,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:other_adjustments_to_net_income,hk,hk_income_statement,other_adjustments_to_net_income,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:net_income,hk,hk_income_statement,net_income,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:net_income_deductions,hk,hk_income_statement,net_income_deductions,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:bottom_line_net_income,hk,hk_income_statement,bottom_line_net_income,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:eps,hk,hk_income_statement,eps,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:eps_diluted,hk,hk_income_statement,eps_diluted,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:weighted_average_shs_out,hk,hk_income_statement,weighted_average_shs_out,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:weighted_average_shs_out_dil,hk,hk_income_statement,weighted_average_shs_out_dil,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_income_statement:original_date,hk,hk_income_statement,original_date,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:market_cap,hk,hk_key_metrics,market_cap,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:enterprise_value,hk,hk_key_metrics,enterprise_value,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:ev_to_sales,hk,hk_key_metrics,ev_to_sales,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:ev_to_operating_cash_flow,hk,hk_key_metrics,ev_to_operating_cash_flow,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:ev_to_free_cash_flow,hk,hk_key_metrics,ev_to_free_cash_flow,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:ev_to_ebitda,hk,hk_key_metrics,ev_to_ebitda,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:net_debt_to_ebitda,hk,hk_key_metrics,net_debt_to_ebitda,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:current_ratio,hk,hk_key_metrics,current_ratio,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:income_quality,hk,hk_key_metrics,income_quality,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:graham_number,hk,hk_key_metrics,graham_number,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:graham_net_net,hk,hk_key_metrics,graham_net_net,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
